(5.27902e-005,0.000116032)
(0.00012855,0.000293869)
(0.000282935,2.37336e-005)
(-4.82504e-005,3.29869e-005)
(2.94195e-005,5.64561e-005)
(-0.000118189,8.08011e-005)
(7.20627e-005,0.000138289)
(0.000103223,0.000280901)
(0.000268856,2.73285e-005)
(-4.27802e-005,2.67107e-005)
(2.62308e-005,5.26006e-005)
(-0.00010479,6.54275e-005)
(6.42521e-005,0.000128845)
(3.88581e-005,0.000217743)
(0.000222901,2.7133e-005)
(-2.52747e-005,1.07824e-005)
(1.6115e-005,4.19272e-005)
(-6.19101e-005,2.64114e-005)
(3.94735e-005,0.0001027)
(1.99e-005,0.000178749)
(0.000201049,2.1762e-005)
(-1.79299e-005,5.85896e-006)
(1.15764e-005,3.78712e-005)
(-4.39191e-005,1.43515e-005)
(2.83562e-005,9.27652e-005)
(1.98858e-005,0.00017871)
(0.000201029,2.17558e-005)
(-1.79235e-005,5.85511e-006)
(1.15722e-005,3.78677e-005)
(-4.39033e-005,1.4342e-005)
(2.8346e-005,9.27565e-005)
(1.2213e-005,0.000153989)
(0.000188082,1.76746e-005)
(-1.40877e-005,3.72792e-006)
(8.99092e-006,3.57359e-005)
(-3.45076e-005,9.13149e-006)
(2.20232e-005,8.75347e-005)
(4.49307e-006,0.000112602)
(0.000167021,1.07368e-005)
(-8.7813e-006,1.37087e-006)
(4.91885e-006,3.25818e-005)
(-2.15097e-005,3.35793e-006)
(1.20487e-005,7.98088e-005)
(1.50723e-006,7.94278e-005)
(0.000150171,5.82646e-006)
(-5.37731e-006,3.05642e-007)
(1.65523e-006,3.0183e-005)
(-1.31717e-005,7.48666e-007)
(4.05448e-006,7.3933e-005)
(0.000172152,0.000307654)
(0.000304911,1.44957e-005)
(-5.65434e-005,4.39693e-005)
(3.44618e-005,6.30077e-005)
(-0.000138503,0.000107702)
(8.44137e-005,0.000154337)
(0.000153502,0.0003029)
(0.00029579,1.88733e-005)
(-5.31514e-005,3.92395e-005)
(3.23583e-005,6.02101e-005)
(-0.000130194,9.61168e-005)
(7.92613e-005,0.000147484)
(3.54098e-007,4.96656e-005)
(0.000134653,2.44194e-006)
(-2.88972e-006,-1.60327e-007)
(-1.5629e-006,2.78583e-005)
(-7.07834e-006,-3.9272e-007)
(-3.8283e-006,6.82387e-005)
(-4.82032e-005,-0.000192549)
(-0.00016701,-2.80712e-005)
(-8.67235e-005,4.43171e-005)
(4.26177e-005,0.000100372)
(-4.13579e-005,-0.000184695)
(-0.000161687,-2.71541e-005)
(-7.99986e-005,3.85434e-005)
(3.9355e-005,9.64111e-005)
(-3.51956e-005,-0.000176559)
(-0.000156496,-2.60151e-005)
(-7.35284e-005,3.32971e-005)
(3.62053e-005,9.26966e-005)
(-7.60491e-005,-0.000215956)
(-0.000185733,-2.91134e-005)
(-0.000110594,6.75388e-005)
(5.42577e-005,0.000115473)
(-6.8617e-005,-0.000210761)
(-0.000181072,-2.91815e-005)
(-0.000104665,6.136e-005)
(5.13446e-005,0.00011155)
(-5.44592e-005,-0.000198857)
(-0.000171563,-2.86435e-005)
(-9.25212e-005,4.95601e-005)
(4.54296e-005,0.00010388)
(-0.000100204,-0.000229071)
(-0.000199822,-2.75661e-005)
(-0.000128206,8.76495e-005)
