run,entry,type,status
32,8105,,False
32,8107,,False
32,8137,,False
32,8185,,False
32,8206,,False
32,8212,,False
32,8316,,False
32,8354,,False
32,8409,,False
32,8473,,False
32,8483,,False
32,8503,,False
32,8545,,False
32,8658,,False
32,8691,,False
32,8709,,False
32,8762,,False
32,8878,,False
32,8917,,False
32,8954,,False
32,9018,,False
32,9047,,False
32,9071,,False
32,9072,,False
32,9131,,False
32,9163,,False
32,9190,,False
32,9222,,False
32,9315,,False
32,9327,,False
32,9346,,False
32,9415,,False
32,9464,,False
32,9560,,False
32,9563,,False
32,9580,,False
32,9719,,False
32,9918,,False
32,10075,,False
32,10100,,False
32,10134,,False
32,10174,,False
32,10175,,False
32,10197,,False
32,10240,,False
32,10261,,False
32,10278,,False
32,10391,,False
32,10473,,False
32,10516,,False
32,10558,,False
32,10695,,False
32,10762,,False
32,10773,,False
32,10782,,False
32,10793,,False
32,10901,,False
32,10943,,False
32,10995,,False
32,11016,,False
32,11019,,False
32,11021,,False
32,11106,,False
32,11212,,False
32,11221,,False
32,11225,,False
32,11273,,False
32,11288,,False
32,11344,,False
32,11352,,False
32,11391,,False
32,11394,,False
32,11763,,False
32,11801,,False
32,11828,,False
32,11862,,False
32,11874,,False
32,11881,,False
32,11948,,False
32,12072,,False
32,12079,,False
32,12141,,False
32,12151,,False
32,12167,,False
32,12245,,False
32,12319,,False
32,12332,,False
32,12410,,False
32,12419,,False
32,12468,,False
32,12500,,False
32,12534,,False
32,12554,,False
32,12615,,False
32,12684,,False
32,12808,,False
32,12918,,False
32,12929,,False
32,12965,,False
32,13008,,False
32,13029,,False
32,13093,,False
32,13112,,False
32,13132,,False
32,13299,,False
32,13300,,False
32,13306,,False
32,13313,,False
32,13351,,False
32,13436,,False
32,13473,,False
32,13507,,False
32,13526,,False
32,13580,,False
32,13647,,False
32,13666,,False
32,13676,,False
32,13680,,False
32,13704,,False
32,13707,,False
32,13885,,False
32,13896,,False
32,13898,,False
32,13932,,False
32,13945,,False
32,13976,,False
32,14039,,False
32,14055,,False
32,14058,,False
32,14083,,False
32,14103,,False
32,14106,,False
32,14153,,False
32,14219,,False
32,14228,,False
32,14245,,False
32,14249,,False
33,10,,False
33,41,,False
33,65,,False
33,68,,False
33,107,,False
33,190,,False
33,244,,False
33,264,,False
33,283,,False
33,341,,False
33,414,,False
33,543,,False
33,579,,False
33,590,,False
33,609,,False
33,687,,False
33,699,,False
33,711,,False
33,794,,False
33,852,,False
33,855,,False
33,859,,False
33,917,,False
33,937,,False
33,979,,False
33,1031,,False
33,1129,,False
33,1288,,False
33,1309,,False
33,1317,,False
33,1320,,False
33,1459,,False
33,1580,,False
33,1686,,False
33,1734,,False
33,1748,,False
33,1769,,False
33,1864,,False
33,1868,,False
33,1912,,False
33,1966,,False
33,1985,,False
33,1989,,False
33,2053,,False
33,2245,,False
33,2276,,False
33,2327,,False
33,2328,,False
33,2381,,False
33,2391,,False
33,2473,,False
33,2495,,False
33,2540,,False
33,2568,,False
33,2590,,False
33,2623,,False
33,2679,,False
33,2696,,False
33,2719,,False
